distance_to_player,in_view_frustum,occlusion_factor,light_intensity
77.39560485559633,0,0.7207283866671284,0.3475549782700149
43.88784397520523,1,0.7112377614746703,0.1028072430893957
85.85979199113825,1,0.2026950310833242,0.30206846611307825
69.73680290593639,0,0.036655395168237126,0.8067063522998084
9.417734788764953,0,0.30379952180706926,0.49347953301914227
97.5622351636756,1,0.1571363048589508,0.17157277554994133
76.1139701990353,1,0.39578847921569404,0.31263237257993803
78.60643052769538,1,0.9793461191526043,0.9535812796736063
12.811363267554587,1,0.18107137090522096,0.43195748809862644
45.038593789556714,1,0.31887394342296893,0.4415992548060931
37.07980242325812,0,0.7251143163195723,0.15306960204421327
92.67649888486018,1,0.5091827828619216,0.3045543046142848
64.38651200806646,0,0.043928143573384926,0.8146861329400464
82.276161327083,1,0.16169001816132167,0.7861989744032633
44.34141988273311,0,0.9352495547731959,0.4354987989430482
22.723872178477688,0,0.10316499273902846,0.8936522621571245
55.45847870158348,1,0.6350927872097057,0.38025891706282233
6.381725610417533,1,0.7923256488409115,0.864329579821934
82.7631171992582,1,0.2654390627249239,0.03156555058470267
63.166439912206485,1,0.7250780031386901,0.34723029022971075
75.80877400853738,1,0.16989517903018025,0.8550684780198353
35.45259681298683,1,0.28475027483379034,0.9013095614743282
97.06980243949033,1,0.31182203088420746,0.7564240412203824
89.31211213221977,1,0.9964349905642236,0.6698658168957007
77.83834970737618,1,0.2145722952179573,0.8155049094622993
19.463870785196757,1,0.129207464633585,0.7075581882221293
46.67210037270342,1,0.9256914374814104,0.25422095446517834
4.380376578722878,1,0.16193069382035274,0.466236900694864
15.428949206754783,1,0.8792799196294053,0.6607049978861596
68.30489532424546,0,0.65045662764669,0.5878027571183043
74.47621559078172,0,0.5768614980705188,0.8850976071230604
96.750973243421,1,0.7513387115465768,0.47384464038782836
32.58253581381519,0,0.7259989571480501,0.1779873780232063
37.045970603486886,1,0.11052618941831371,0.21458203741288162
46.95558112758079,1,0.9994661104066891,0.8460565588592908
18.94713590842857,0,0.9418897264487286,0.008720954223112032
12.992150533547164,1,0.8965919628619162,0.8691303619968337
47.57049262259338,0,0.6222891339424068,0.05558808560398476
22.69093490508841,1,0.5227913313323141,0.3916584680894054
66.98139946825104,1,0.5362785838816683,0.800176227445629
43.715191887233075,0,0.01493694422823244,0.407615376822399
83.26781960578374,0,0.49946950194544293,0.8223481870540525
70.0265102002249,1,0.6237695676599199,0.10029883452578314
31.236664138204105,1,0.6587062087749485,0.5115422264351864
83.2259801395201,0,0.332139465051313,0.5824740179990092
80.47643574968019,1,0.4712823502935495,0.8908685972372411
38.74783790301745,0,0.6363106066625744,0.09362140633919336
28.83281039302441,1,0.4283055102751817,0.3386006852829976
68.24955039749754,0,0.9621351989835252,0.6593480948968385
13.97524836093098,1,0.7054421098520003,0.9799300818600778
